#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 19:15:41       0    200     52      -     68     24      0      0      0      0  13801   2805      0      0  10355      6      0      -      -      0   1216    131 
 19:15:42       0    202     53      -    100     33      0      0      0      0  13801   2827      0      0  10355      6      0      -      -      0      0    178 
 19:15:43       0    190     55      -     48     28      0      0      0      0  13801   2797      0      0  10355      6      0      -      -      0     12      2 
 19:15:44       0    200     48      -     88     31      0      0      0      0  13801   2812      0      0  10355      6      0      -      -      0      8    132 
 19:15:45       0    197     54      -    100     30      0      0      0      0  13801   2827      0      0  10355      6      0      -      -      0    192     70 
 19:15:47       0    198     55      -     40     29      0      0      0      0  13801   2797      0      0  10355      6      0      -      -      0   1189     51 
 19:15:48       0    212     48      -    100     41      0      0      0      0  13801   2812      1      0  10355      6      0      -      -      0      0      0 
 19:15:49       0    202     53      -    100     33      0      0      0      0  13801   2827      0      0  10355      6      0      -      -      0     76      2 
 19:15:50       0    195     55      -     54     28      0      0      0      0  13801   2797      0      0  10355      6      0      -      -      0     10      2 
 19:15:51       0    200     50      -     76     32      0      0      0      0  13801   2805      0      0  10355      6      0      -      -      0     11      3 
 19:15:52       0    205     53      -    100     32      0      0      0      0  13801   2820      0      0  10355      6      0      -      -      0    407     88 
 19:15:53       0    201     53      -    100     24      0      0      0      0  13801   2812      0      0  10355      6      0      -      -      0      0     94 
 19:15:54       0    198     55      -     88     38      0      0      0      0  13801   2805      0      0  10355      6      0      -      -      0    104      3 
 19:15:55       0    204     54      -     56     33      0      0      0      0  13801   2805      0      0  10355      6      0      -      -      0    170     83 
 19:15:56       0    201     50      -    100     37      0      0      0      0  13801   2820      0      0  10355      6      0      -      -      0    124     53 
 19:15:57       0    203     54      -    100     29      0      0      0      0  13801   2820      0      0  10355      6      0      -      -      0     50      4 
 19:15:58       0    210     56      -     68     30      0      0      0      0  13801   2797      0      0  10355      6      0      -      -      0      0      0 
 19:15:59       0    129     50      -     32     23      0      0      0      0  13801   2850      0      0  10355      6      0      -      -      0     91      3 
 19:16:00       0     98     49      -     32     23      0      0      0      0  13801   2850      0      0   3542      4      0      -      -      0      0      0 
 19:16:01       0     93     46      -     21     15      0      0      0      0  13801   2550      0      0   3542      4      0      -      -      0     86     28 
 19:16:02       0     92     45      -     16     10      0      0      0      0  13801   2587      0      0   8741      6      0      -      -      0    143    120 
 19:16:03       0    166     50      -     61     49      0      0      0      0  13801   2842      0      0   8741      6      0      -      -      0     48      7 
 19:16:04       0    170     51      -    100     72      0      0      0      0  13801   2842      0      0   8741      6      0      -      -      0   1126     71 
 19:16:05       0    168     49      -     84     58      0      0      0      0  13801   2835      0      0   8741      6      0      -      -      0     89      7 
 19:16:06       0    170     54      -     44     34      0      0      0      0  13801   2835      0      0   8741      6      0      -      -      0    173     66 
 19:16:07       0    172     51      -     73     57      0      0      0      0  13801   2842      0      0   8741      6      0      -      -      0     49      8 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 19:16:09       0    168     52      -     87     61      0      0      0      0  13801   2835      0      0   8741      6      0      -      -      0   1099      9 
 19:16:10       0    166     53      -     29     22      0      0      0      0  13801   2835      0      0   8741      6      0      -      -      0   2301    108 
 19:16:11       0    166     49      -     84     65      0      0      0      0  13801   2842      0      0   8741      6      0      -      -      0   1102     11 
 19:16:12       0    170     47      -    100     72      0      0      0      0  13801   2842      0      0   8741      6      0      -      -      0     26     91 
 19:16:13       0    164     52      -     55     39      0      0      0      0  13801   2835      0      0   8741      6      0      -      -      0      0    108 
 19:16:14       0    168     53      -     50     37      0      0      0      0  13801   2842      0      0   8741      6      0      -      -      0      5      0 
 19:16:15       0    166     51      -     72     56      0      0      0      0  13801   2842      0      0   8741      6      0      -      -      0   1109     21 
 19:16:16       0    164     50      -     67     48      0      0      0      0  13801   2842      0      0   8741      6      0      -      -      0     71      8 
 19:16:17       0    168     54      -     30     27      0      0      0      0  13801   2835      0      0   8741      6      0      -      -      0    205     69 
 19:16:18       0    175     47      -    100     73      0      0      0      0  13801   2842      0      0   8741      6      0      -      -      0   1126    110 
 19:16:19       0    170     53      -     74     52      0      0      0      0  13801   2835      0      0   8741      6      0      -      -      0      0      2 
 19:16:20       0    162     52      -     48     40      0      0      0      0  13801   2842      0      0   8741      6      0      -      -      0      0     91 
 19:16:21       0    165     48      -     94     68      0      0      0      0  13801   2842      0      0   8741      6      0      -      -      0     65      3 
 19:16:22       0    154     48      -     30     20      0      0      0      0  13801   2842      0      0   5204      4      0      -      -      0      0      0 
 19:16:23       0    135     46      -     80     59      0      0      0      0  13801   2842      0      0   5204      4      0      -      -      0     37      5 
 19:16:24       0    136     47      -     67     50      0      0      0      0  13801   2850      0      0   5235      6      0      -      -      0   6273    412 
 19:16:25       0    150     50      -     90     65      0      0      0      0  13801   2820      0      0  11463      6      0      -      -      0    125     79 
 19:16:26       0    191     55      -     67     52      0      0      0      0  13801   2790      0      0  12017      6      0      -      -      0    118     93 
 19:16:27       0    220     54      -    100     46      0      0      0      0  13801   2820      0      0  12017      6      0      -      -      0    123      5 
 19:16:28       0    221     56      -     86     60      0      0      0      0  13801   2797      0      0  12017      6      0      -      -      0    141    105 
 19:16:29       0    225     53      -    100     46      0      0      0      0  13801   2797      0      0  12017      6      0      -      -      0    121     91 
 19:16:31       0    210     57      -     39     26      0      0      0      0  13801   2790      0      0  12017      6      0      -      -      0      0      2 
 19:16:32       0    224     55      -    100     30      0      0      0      0  13801   2820      0      0  12017      6      0      -      -      0     63      2 
 19:16:33       0    212     57      -     19      7      0      0      0      0  13801   2790      0      0  12017      6      0      -      -      0     16    136 
 19:16:34       0    222     55      -    100     28      0      0      0      0  13801   2827      1      0  12017      6      0      -      -      0     10      1 
 19:16:35       0    212     55      -     49     34      0      0      0      0  13801   2790      0      0  12017      6      0      -      -      0    137     63 
 19:16:36       0    210     50      -    100     54      0      0      0      0  13801   2805      2      0  12017      6      0      -      -      0     51    116 
 19:16:37       0    226     57      -    100     67      0      0      0      0  13801   2805      0      0  12017      6      0      -      -      0    118     53 
 19:16:38       0    213     53      -    100     48      0      0      0      0  13801   2805      0      0  12017      6      0      -      -      0    124     63 
 19:16:39       0    220     57      -     81     57      0      0      0      0  13801   2797      0      0  12017      6      0      -      -      0    112     44 
 19:16:40       0    224     54      -    100     43      0      0      0      0  13801   2805      0      0  12017      6      0      -      -      0    121     76 
 19:16:41       0    210     57      -     31     21      0      0      0      0  13801   2797      0      0  12017      6      0      -      -      0      0     92 
 19:16:42       0    221     56      -    100     22      0      0      0      0  13801   2820      0      0  12017      6      0      -      -      0     78      2 
 19:16:43       0    215     56      -     24     20      0      0      0      0  13801   2790      0      0  12017      6      0      -      -      0     11      4 
 19:16:44       0    224     54      -    100     46      0      0      0      0  13801   2820      0      0  12017      6      0      -      -      0     99     11 
 19:16:45       0    191     55      -    100     44      0      0      0      0  13801   2820      0      0  12017      6      0      -      -      0    136     82 
 19:16:46       0    218     53      -    100     35      0      0      0      0  13801   2812      0      0  12017      6      0      -      -      0    121     18 
 19:16:47       0    227     56      -    100     30      0      0      0      0  13801   2812      0      0  12017      6      0      -      -      0      0      0 
 19:16:48       0    212     58      -     99     53      0      0      0      0  13801   2790      0      0  12017      6      0      -      -      0     14      3 
 19:16:49       0    226     56      -    100     48      0      0      0      0  13801   2820      0      0  12017      6      0      -      -      0     21    127 
 19:16:50       0    211     56      -     78     39      0      0      0      0  13801   2790      0      0  12017      6      0      -      -      0      2      1 
 19:16:51       0    220     56      -    100     20      0      0      0      0  13801   2827      1      0  12017      6      0      -      -      0    110    101 
 19:16:53       0    218     59      -     63     22      0      0      0      0  13801   2797      0      0  12017      6      0      -      -      0   1097     14 
 19:16:54       0    218     56      -    100     43      0      0      0      0  13801   2827      2      0  12017      6      0      -      -      0    105     83 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 19:16:55       0    217     55      -     70     45      0      0      0      0  13801   2805      2      0  12017      6      0      -      -      0    112     77 
 19:16:56       0    221     56      -    100     52      0      0      0      0  13801   2812      3      0  12017      6      0      -      -      0    116     58 
 19:16:57       0    217     55      -    100     67      0      0      0      0  13801   2805      0      0  12017      6      0      -      -      0     92     81 
 19:16:58       0    226     55      -    100     54      0      0      0      0  13801   2805      0      0  12017      6      0      -      -      0     19      0 
 19:16:59       0    215     57      -    100     49      0      0      0      0  13801   2812      0      0  12017      6      0      -      -      0    129     23 
 19:17:00       0    222     55      -    100     43      0      0      0      0  13801   2805      0      0  12017      6      0      -      -      0     22      5 
 19:17:01       0    215     57      -     95     44      0      0      0      0  13801   2812      0      0  12017      6      0      -      -      0      6      4 
 19:17:02       0    220     56      -    100     22      0      0      0      0  13801   2797      0      0  12017      6      0      -      -      0   1213     78 
 19:17:03       0    219     58      -     80     31      0      0      0      0  13801   2805      0      0  12017      6      0      -      -      0      0     97 
 19:17:04       0    189     54      -     57     39      0      0      0      0  13801   2835      0      0  12017      6      0      -      -      0   1101    125 
 19:17:05       0    139     51      -     68     50      0      0      0      0  13801   2842      0      0   5204      4      0      -      -      0      0      2 
 19:17:06       0    132     48      -      7      6      0      0      0      0  13801   2842      0      0   5204      4      0      -      -      0     42      8 
 19:17:07       0    134     49      -     31     23      0      0      0      0  13801   2842      0      0   8401      6      0      -      -      0     52     90 
 19:17:08       0    188     55      -     76     50      0      0      0      0  13801   2827      0      0   8401      6      0      -      -      0     27     50 
 19:17:09       0    201     55      -     92     69      0      0      0      0  13801   2827      0      0   8401      6      0      -      -      0   1114     12 
 19:17:10       0    194     55      -     80     62      0      0      0      0  13801   2827      0      0   8401      6      0      -      -      0    608     58 
 19:17:11       0    195     52      -     76     52      0      0      0      0  13801   2827      0      0   8401      6      0      -      -      0     14     92 
 19:17:12       0    191     55      -     78     52      0      0      0      0  13801   2827      0      0   8401      6      0      -      -      0     48      9 
 19:17:14       0    200     55      -     89     68      0      0      0      0  13801   2827      0      0   8401      6      0      -      -      0     72      3 
 19:17:15       0    193     53      -     68     52      0      0      0      0  13801   2827      0      0   8401      6      0      -      -      0    638     62 
 19:17:16       0    191     51      -     43     31      0      0      0      0  13801   2827      0      0   8401      6      0      -      -      0    614     18 
 19:17:17       0    192     54      -     85     59      0      0      0      0  13801   2827      0      0   8401      6      0      -      -      0    628     59 
 19:17:18       0    198     55      -    100     72      0      0      0      0  13801   2827      0      0   8401      6      0      -      -      0    648     20 
 19:17:19       0    193     50      -     65     50      0      0      0      0  13801   2827      0      0   8401      6      0      -      -      0      0    137 
 19:17:20       0    186     50      -     54     37      0      0      0      0  13801   2827      0      0   8401      6      0      -      -      0     49      8 
 19:17:21       0    199     54      -     78     54      0      0      0      0  13801   2827      0      0   8401      6      0      -      -      0     65      2 
 19:17:22       0    197     56      -     89     59      0      0      0      0  13801   2827      0      0   8401      6      0      -      -      0    639     76 
 19:17:23       0    195     55      -    100     71      0      0      0      0  13801   2827      0      0   8401      6      0      -      -      0     97     77 
 19:17:24       0    195     52      -     83     64      0      0      0      0  13801   2827      0      0   8401      6      0      -      -      0    145     15 
 19:17:25       0    158     54      -     83     63      0      0      0      0  13801   2835      0      0   5204      4      0      -      -      0     55     11 
 19:17:26       0    133     50      -     54     43      0      0      0      0  13801   2842      0      0   5204      4      0      -      -      0      0      0 
 19:17:27       0    135     48      -     21     19      0      0      0      0  13801   2842      0      0   5603      6      0      -      -      0   1094    115 
 19:17:28       0    161     55      -     89     68      0      0      0      0  13801   2827      0      0  10403      6      0      -      -      0     26    186 
 19:17:29       0    212     54      -    100     75      0      0      0      0  13801   2827      0      0  10403      6      0      -      -      0     38      8 
 19:17:30       0    140     51      -     65     49      0      0      0      0  13801   2835      0      0   5204      4      0      -      -      0      0     96 
 19:17:31       0    132     48      -     22     20      0      0      0      0  13801   2842      0      0   5204      4      0      -      -      0     13      0 
 19:17:32       0    131     47      -      3      1      0      0      0      0  13801   2842      0      0   8543      6      0      -      -      0     12      4 
 19:17:33       0    171     54      -    100     56      0      0      0      0  13801   2812      0      0   9201      6      0      -      -      0    627     72 
 19:17:34       0    213     55      -    100     42      0      0      0      0  13801   2812      0      0   9201      6      0      -      -      0    109     54 
 19:17:36       0    218     55      -    100     33      0      0      0      0  13801   2812      0      0   9201      6      0      -      -      0    109     77 
 19:17:37       0    218     55      -    100     31      0      0      0      0  13801   2805      0      0   9201      6      0      -      -      0    120      5 
 19:17:38       0    218     56      -     87     24      0      0      0      0  13801   2805      0      0   9201      6      0      -      -      0      9      3 
 19:17:39       0    217     56      -     62     14      0      0      0      0  13801   2812      0      0   9201      6      0      -      -      0     16      2 
 19:17:40       0    213     54      -     52     16      0      0      0      0  13801   2805      0      0   9201      6      0      -      -      0     16     94 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 19:17:41       0    219     57      -    100     25      0      0      0      0  13801   2797      0      0   9201      6      0      -      -      0     70     13 
 19:17:42       0    221     57      -     97     36      0      0      0      0  13801   2797      0      0   9201      6      0      -      -      0     38    107 
 19:17:43       0    212     51      -     72     43      0      0      0      0  13801   2805      0      0   9201      6      0      -      -      0     98     11 
 19:17:44       0    213     55      -     76     47      0      0      0      0  13801   2812      0      0   9201      6      0      -      -      0     46      8 
 19:17:45       0    216     55      -    100     54      0      0      0      0  13801   2812      0      0   9201      6      0      -      -      0     26     78 
 19:17:46       0    218     56      -    100     44      0      0      0      0  13801   2812      0      0   9201      6      0      -      -      0    112      7 
 19:17:47       0    217     57      -    100     43      0      0      0      0  13801   2812      0      0   9201      6      0      -      -      0    582      7 
 19:17:48       0    220     57      -    100     43      0      0      0      0  13801   2812      0      0   9201      6      0      -      -      0     22      5 
 19:17:49       0    219     57      -    100     44      0      0      0      0  13801   2805      0      0   9201      6      0      -      -      0     22     92 
 19:17:50       0    218     58      -     99     50      0      0      0      0  13801   2805      0      0   9201      6      0      -      -      0   1124     92 
 19:17:51       0    221     57      -     88     54      0      0      0      0  13801   2797      0      0   9201      6      0      -      -      0    138     67 
 19:17:52       0    216     56      -     68     31      0      0      0      0  13801   2812      0      0   9201      6      0      -      -      0    117     92 
 19:17:53       0    211     51      -     52     24      0      0      0      0  13801   2805      0      0   9201      6      0      -      -      0    140    102 
 19:17:54       0    210     53      -     58     16      0      0      0      0  13801   2812      0      0   9201      6      0      -      -      0    138     67 
 19:17:55       0    221     56      -     82     29      0      0      0      0  13801   2812      0      0   9201      6      0      -      -      0     42      2 
 19:17:57       0    215     57      -    100     37      0      0      0      0  13801   2797      0      0   9201      6      0      -      -      0     11      0 
 19:17:58       0    205     57      -    100     66      0      0      0      0  13801   2812      0      0   9201      6      0      -      -      0     11      0 
 19:17:59       0    198     51      -     52     17      0      0      0      0  13801   2812      0      0   4002      4      0      -      -      0     23      6 
 19:18:00       0    188     57      -     91     19      0      0      0      0  13801   2805      0      0   4002      4      0      -      -      0     39      6 
 19:18:01       0    183     52      -     53     16      0      0      0      0  13801   2812      0      0   4531      6      0      -      -      0      5      3 
 19:18:02       0    189     55      -    100     31      0      0      0      0  13801   2812      0      0   9201      6      0      -      -      0    108     64 
 19:18:03       0    213     55      -     97     43      0      0      0      0  13801   2805      0      0   9201      6      0      -      -      0    126     83 
 19:18:04       0    207     57      -     64     16      0      0      0      0  13801   2805      0      0   9201      6      0      -      -      0    141     21 
 19:18:05       0    182     56      -     75     18      0      0      0      0  13801   2820      0      0   9201      6      0      -      -      0    627      8 
 19:18:06       0    217     55      -     53     16      0      0      0      0  13801   2812      0      0   9201      6      0      -      -      0    575      8 
 19:18:07       0    214     54      -     52     26      0      0      0      0  13801   2805      0      0   9201      6      0      -      -      0     38    104 
 19:18:08       0    216     51      -     53     20      0      0      0      0  13801   2805      0      0   9201      6      0      -      -      0    686     78 
 19:18:09       0    212     55      -     64     15      0      0      0      0  13801   2812      0      0   9201      6      0      -      -      0    129     81 
 19:18:10       0    215     58      -    100     25      0      0      0      0  13801   2797      0      0   9201      6      0      -      -      0    124     84 
 19:18:11       0    215     57      -     98     51      0      0      0      0  13801   2797      0      0   9201      6      0      -      -      0     53      2 
 19:18:12       0    214     55      -     82     53      0      0      0      0  13801   2805      0      0   9201      6      0      -      -      0      4      3 
 19:18:13       0    217     57      -    100     45      0      0      0      0  13801   2805      0      0   9201      6      0      -      -      0     15      1 
 19:18:14       0    218     58      -    100     51      0      0      0      0  13801   2790      0      0   9201      6      0      -      -      0   1100     85 
 19:18:15       0    216     58      -    100     67      0      0      0      0  13801   2805      0      0   9201      6      0      -      -      0     50     74 
 19:18:16       0    218     57      -    100     57      0      0      0      0  13801   2805      0      0   9201      6      0      -      -      0    612     45 
 19:18:17       0    217     57      -    100     44      0      0      0      0  13801   2812      0      0   9201      6      0      -      -      0    112     63 
 19:18:19       0    221     57      -    100     38      0      0      0      0  13801   2812      0      0   9201      6      0      -      -      0    117     29 
 19:18:20       0    220     56      -    100     33      0      0      0      0  13801   2812      0      0   9201      6      0      -      -      0     23      3 
 19:18:21       0    217     57      -     96     35      0      0      0      0  13801   2812      0      0   9201      6      0      -      -      0     23      3 
 19:18:22       0    216     57      -     66     28      0      0      0      0  13801   2812      0      0   9201      6      0      -      -      0     21      3 
 19:18:23       0    215     55      -     57     28      0      0      0      0  13801   2805      0      0   9201      6      0      -      -      0     12    124 
 19:18:24       0    217     57      -     74     29      0      0      0      0  13801   2805      0      0   9201      6      0      -      -      0   1143    101 
 19:18:25       0    214     54      -     74     46      0      0      0      0  13801   2805      0      0   9201      6      0      -      -      0    127     75 
 19:18:26       0    216     55      -     72     44      0      0      0      0  13801   2812      0      0   9201      6      0      -      -      0    149     77 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 19:18:27       0    218     56      -     90     44      0      0      0      0  13801   2812      0      0   9201      6      0      -      -      0    113     78 
 19:18:28       0    221     57      -     92     38      0      0      0      0  13801   2812      0      0   9201      6      0      -      -      0    125      2 
 19:18:29       0    219     58      -    100     35      0      0      0      0  13801   2797      0      0   9201      6      0      -      -      0      0     47 
 19:18:30       0    216     58      -    100     52      0      0      0      0  13801   2797      0      0   9201      6      0      -      -      0   1728     71 
 19:18:31       0    216     57      -     97     62      0      0      0      0  13801   2812      0      0   9201      6      0      -      -      0    110     49 
 19:18:32       0    220     57      -    100     64      0      0      0      0  13801   2812      0      0   9201      6      0      -      -      0    111     71 
 19:18:33       0    212     58      -     97     22      0      0      0      0  13801   2797      0      0   4002      4      0      -      -      0      8      2 
 19:18:34       0    186     52      -     57     18      0      0      0      0  13801   2805      0      0   4002      4      0      -      -      0     13      0 
 19:18:35       0    183     52      -     49     15      0      0      0      0  13801   2820      0      0   4495      6      0      -      -      0     79     49 
 19:18:36       0    154     49      -     48     36      0      0      0      0  13801   2850      0      0   8971      6      0      -      -      0      0    133 
 19:18:37       0    100     49      -     36     26      0      0      0      0  13801   2850      0      0   4974      4      0      -      -      0      0      2 
 19:18:38       0     91     47      -      3      2      0      0      0      0  13801   2527      0      0   4974      4      0      -      -      0     31     21 
 19:18:40       0     87     46      -     15     12      0      0      0      0  13801   2550      0      0  10877      6      0      -      -      0     58      0 
 19:18:41       0    132     49      -     29     10      0      0      0      0  13801   2842      0      0  11787      6      0      -      -      0    116     40 
 19:18:42       0    199     56      -    100     49      0      0      0      0  13801   2797      0      0  11787      6      0      -      -      0     11      2 
 19:18:43       0    200     57      -    100     42      0      0      0      0  13801   2812      1      0  11787      6      0      -      -      0    137    102 
 19:18:44       0    203     51      -     42     18      0      0      0      0  13801   2812      0      0  11787      6      0      -      -      0     11      3 
 19:18:45       0    201     54      -     61     16      0      0      0      0  13801   2812      0      0  11787      6      0      -      -      0     16      4 
 19:18:46       0    195     51      -     23      9      0      0      0      0  13801   2827      0      0  11787      6      0      -      -      0   1232     82 
 19:18:47       0    215     56      -    100     45      0      0      0      0  13801   2797      0      0  11787      6      0      -      -      0      0      2 
 19:18:48       0    198     58      -    100     31      0      0      0      0  13801   2812      0      0  11787      6      0      -      -      0    101      4 
 19:18:49       0    196     50      -     34     16      0      0      0      0  13801   2812      0      0  11787      6      0      -      -      0      7      2 
 19:18:50       0    204     55      -     84     22      0      0      0      0  13801   2805      0      0  11787      6      0      -      -      0     12      2 
 19:18:51       0    204     58      -    100     22      0      0      0      0  13801   2797      0      0  11787      6      0      -      -      0    125    100 
 19:18:52       0    199     59      -     87     30      0      0      0      0  13801   2812      0      0  11787      6      0      -      -      0    130     53 
 19:18:53       0    197     50      -     16      6      0      0      0      0  13801   2827      0      0  11787      6      0      -      -      0   1093      5 
 19:18:54       0    209     57      -    100     21      0      0      0      0  13801   2797      1      0  11787      6      0      -      -      0      0    133 
 19:18:55       0    206     58      -    100     31      0      0      0      0  13801   2805      0      0  11787      6      0      -      -      0    130    108 
 19:18:56       0    196     51      -     48     33      0      0      0      0  13801   2805      0      0  11787      6      0      -      -      0    183    121 
 19:18:57       0    206     56      -     99     53      0      0      0      0  13801   2812      3      0  11787      6      0      -      -      0   1735    110 
 19:18:58       0    198     54      -     58     16      0      0      0      0  13801   2820      0      0  11787      6      0      -      -      0     11      3 
 19:18:59       0    211     57      -    100     40      0      0      0      0  13801   2797      0      0  11787      6      0      -      -      0   1106      4 
 19:19:00       0    199     59      -     80     38      0      0      0      0  13801   2820      1      0  11787      6      0      -      -      0   1694      9 
 19:19:02       0    203     51      -     26     13      0      0      0      0  13801   2820      1      0  11787      6      0      -      -      0   1650    120 
 19:19:03       0    204     56      -    100     51      0      0      0      0  13801   2797      1      0  11787      6      0      -      -      0      9      2 
 19:19:04       0    199     58      -     97     34      0      0      0      0  13801   2805      1      0  11787      6      0      -      -      0     11      3 
 19:19:05       0    199     56      -     57     43      0      0      0      0  13801   2820      1      0  11787      6      0      -      -      0    132     85 
 19:19:06       0    206     57      -    100     22      0      0      0      0  13801   2797      1      0  11787      6      0      -      -      0   1658     17 
 19:19:07       0    206     57      -    100     39      0      0      0      0  13801   2812      1      0  11787      6      0      -      -      0      4      4 
 19:19:08       0    200     57      -    100     42      0      0      0      0  13801   2812      1      0  11787      6      0      -      -      0     64      3 
 19:19:09       0    204     50      -      8      6      0      0      0      0  13801   2827      0      0  11787      6      0      -      -      0      0      6 
 19:19:10       0    147     49      -     32     23      0      0      0      0  13801   2827      0      0  11787      6      0      -      -      0     12      2 
 19:19:11       0    215     55      -     69     30      0      0      0      0  13801   2812      0      0  11787      6      0      -      -      0     87      4 
 19:19:12       0    202     57      -    100     21      0      0      0      0  13801   2797      0      0  11787      6      0      -      -      0   1659    120 
#Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
#HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
 19:19:13       0    208     58      -    100     20      0      0      0      0  13801   2805      2      0  11787      6      0      -      -      0     11      3 
 19:19:14       0    197     55      -     90     23      0      0      0      0  13801   2797      0      0   6818      4      0      -      -      0      0      0 
 19:19:15       0    176     50      -      8      6      0      0      0      0  13801   2820      0      0   6818      4      0      -      -      0     11      3 
 19:19:16       0    195     59      -     90     27      0      0      0      0  13801   2812      3      0   9573      6      0      -      -      0      3     94 
 19:19:17       0    206     58      -    100     25      0      0      0      0  13801   2797      0      0  13631      6      0      -      -      0    134    106 
 19:19:18       0    231     57      -    100     26      0      0      0      0  13801   2782      1      0  13631      6      0      -      -      0      9    135 
 19:19:19       0    247     59      -    100     32      0      0      0      0  13801   2790      0      0  13631      6      0      -      -      0   1183     94 
 19:19:20       0    249     60      -    100     36      0      0      0      0  13801   2775      0      0  13631      6      0      -      -      0     11      4 
 19:19:21       0    246     58      -    100     21      0      0      0      0  13801   2790      0      0  13631      6      0      -      -      0     11      3 
 19:19:22       0    246     57      -    100     28      0      0      0      0  13801   2790      0      0  13631      6      0      -      -      0     11      4 
 19:19:23       0    247     59      -    100     34      0      0      0      0  13801   2782      0      0  13631      6      0      -      -      0    104      8 
 19:19:25       0    248     60      -    100     32      0      0      0      0  13801   2775      0      0  13631      6      0      -      -      0     19      4 
 19:19:26       0    244     58      -    100     25      0      0      0      0  13801   2782      0      0  13631      6      0      -      -      0    113     87 
