timestamp,gpu_util_pct,mem_used_mib,temp_c
2026/04/24 11:34:15.004, 5, 4064, 42
2026/04/24 11:34:17.027, 98, 4064, 54
2026/04/24 11:34:19.049, 0, 5512, 42
2026/04/24 11:34:21.070, 99, 6144, 52
2026/04/24 11:34:23.094, 99, 6144, 54
2026/04/24 11:34:25.116, 0, 1622, 42
2026/04/24 11:34:27.137, 99, 8624, 52
2026/04/24 11:34:29.162, 99, 8624, 52
2026/04/24 11:34:31.185, 99, 8624, 52
2026/04/24 11:34:33.207, 0, 1008, 43
2026/04/24 11:34:35.228, 99, 8624, 51
2026/04/24 11:34:37.254, 99, 8624, 53
2026/04/24 11:34:39.279, 100, 8624, 54
2026/04/24 11:34:41.301, 0, 1008, 44
2026/04/24 11:34:43.321, 98, 4064, 52
2026/04/24 11:34:45.344, 0, 1008, 44
2026/04/24 11:34:47.365, 98, 4064, 52
2026/04/24 11:34:49.390, 0, 4064, 45
2026/04/24 11:34:51.411, 55, 6148, 48
2026/04/24 11:34:53.435, 99, 6148, 55
2026/04/24 11:34:55.458, 99, 6148, 53
2026/04/24 11:34:57.478, 0, 1726, 43
2026/04/24 11:34:59.499, 99, 6148, 52
2026/04/24 11:35:01.522, 99, 6144, 54
2026/04/24 11:35:03.547, 0, 1007, 43
2026/04/24 11:35:05.570, 99, 6144, 53
2026/04/24 11:35:07.593, 99, 6148, 55
2026/04/24 11:35:09.614, 0, 1011, 43
2026/04/24 11:35:11.638, 99, 8628, 54
2026/04/24 11:35:13.661, 99, 8624, 54
2026/04/24 11:35:15.684, 99, 8624, 53
2026/04/24 11:35:17.711, 0, 1007, 45
2026/04/24 11:35:19.733, 98, 4064, 50
2026/04/24 11:35:21.755, 98, 4064, 53
2026/04/24 11:35:23.776, 13, 4064, 43
2026/04/24 11:35:25.798, 98, 4064, 54
2026/04/24 11:35:27.820, 0, 8624, 43
2026/04/24 11:35:29.842, 99, 8624, 55
2026/04/24 11:35:31.866, 100, 8624, 53
2026/04/24 11:35:33.891, 99, 8624, 53
2026/04/24 11:35:35.931, 0, 1015, 43
2026/04/24 11:35:37.995, 99, 6144, 55
2026/04/24 11:35:40.020, 99, 6144, 53
2026/04/24 11:35:42.043, 0, 1007, 44
2026/04/24 11:35:44.063, 98, 4064, 53
2026/04/24 11:35:46.084, 0, 1007, 44
2026/04/24 11:35:48.105, 99, 6144, 54
2026/04/24 11:35:50.128, 99, 6144, 55
2026/04/24 11:35:52.153, 9, 1007, 45
2026/04/24 11:35:54.173, 99, 6144, 52
2026/04/24 11:35:56.241, 99, 6144, 53
2026/04/24 11:35:58.279, 0, 1007, 45
2026/04/24 11:36:00.300, 30, 4064, 51
2026/04/24 11:36:02.324, 99, 4064, 55
2026/04/24 11:36:04.344, 0, 6144, 43
2026/04/24 11:36:06.365, 99, 6144, 54
2026/04/24 11:36:08.386, 99, 6144, 55
2026/04/24 11:36:10.410, 26, 5502, 44
2026/04/24 11:36:12.431, 99, 6144, 55
2026/04/24 11:36:14.459, 99, 6144, 54
2026/04/24 11:36:16.487, 0, 1027, 44
2026/04/24 11:36:18.512, 100, 6892, 54
2026/04/24 11:36:20.536, 100, 6892, 55
2026/04/24 11:36:22.558, 0, 1007, 44
2026/04/24 11:36:24.579, 100, 8624, 53
2026/04/24 11:36:26.604, 99, 8624, 53
2026/04/24 11:36:28.628, 99, 8624, 56
2026/04/24 11:36:30.650, 0, 1007, 46
2026/04/24 11:36:32.670, 99, 6144, 54
2026/04/24 11:36:34.695, 99, 6144, 55
2026/04/24 11:36:36.718, 0, 6144, 48
2026/04/24 11:36:38.739, 24, 6144, 44
2026/04/24 11:36:40.763, 99, 6144, 55
2026/04/24 11:36:42.787, 99, 6144, 56
2026/04/24 11:36:44.809, 0, 8608, 44
2026/04/24 11:36:46.833, 99, 8624, 54
2026/04/24 11:36:48.855, 99, 8624, 54
2026/04/24 11:36:50.878, 100, 8624, 56
2026/04/24 11:36:52.900, 0, 1007, 44
2026/04/24 11:36:54.922, 99, 6144, 56
2026/04/24 11:36:56.946, 99, 6144, 54
2026/04/24 11:36:58.970, 0, 1007, 45
2026/04/24 11:37:00.989, 98, 4064, 53
2026/04/24 11:37:03.050, 0, 1007, 44
2026/04/24 11:37:05.071, 99, 6144, 53
2026/04/24 11:37:07.098, 99, 6144, 53
2026/04/24 11:37:09.120, 0, 1007, 45
2026/04/24 11:37:11.140, 98, 4064, 53
2026/04/24 11:37:13.163, 0, 1007, 45
2026/04/24 11:37:15.185, 99, 8624, 54
2026/04/24 11:37:17.212, 99, 8624, 54
2026/04/24 11:37:19.238, 99, 8624, 56
2026/04/24 11:37:21.260, 0, 8624, 48
2026/04/24 11:37:23.281, 26, 6144, 46
2026/04/24 11:37:25.305, 99, 6144, 56
2026/04/24 11:37:27.326, 99, 6144, 54
2026/04/24 11:37:29.346, 0, 5522, 44
2026/04/24 11:37:31.368, 99, 6144, 54
2026/04/24 11:37:33.394, 99, 6144, 54
2026/04/24 11:37:35.419, 0, 1534, 44
2026/04/24 11:37:37.440, 99, 6144, 55
2026/04/24 11:37:39.465, 99, 6144, 56
2026/04/24 11:37:41.492, 0, 1007, 45
2026/04/24 11:37:43.513, 99, 6144, 54
2026/04/24 11:37:45.540, 99, 6144, 56
2026/04/24 11:37:47.563, 0, 1007, 45
2026/04/24 11:37:49.583, 98, 4064, 53
2026/04/24 11:37:51.605, 0, 1007, 45
2026/04/24 11:37:53.625, 98, 4064, 54
2026/04/24 11:37:55.650, 0, 1007, 45
2026/04/24 11:37:57.669, 99, 6144, 54
2026/04/24 11:37:59.694, 99, 6144, 54
2026/04/24 11:38:01.717, 0, 6144, 47
2026/04/24 11:38:03.738, 59, 6892, 50
2026/04/24 11:38:05.763, 100, 6892, 55
2026/04/24 11:38:07.786, 98, 3926, 51
2026/04/24 11:38:09.808, 0, 1007, 44
2026/04/24 11:38:11.830, 99, 6144, 55
2026/04/24 11:38:13.854, 99, 6144, 55
2026/04/24 11:38:15.877, 0, 1007, 45
2026/04/24 11:38:17.899, 99, 8624, 53
2026/04/24 11:38:19.922, 99, 8624, 54
2026/04/24 11:38:21.945, 100, 8624, 55
2026/04/24 11:38:23.966, 13, 1007, 45
2026/04/24 11:38:25.986, 99, 6144, 53
2026/04/24 11:38:28.010, 99, 6144, 55
2026/04/24 11:38:30.033, 0, 1007, 46
2026/04/24 11:38:32.052, 24, 6144, 45
2026/04/24 11:38:34.074, 99, 6144, 55
2026/04/24 11:38:36.096, 99, 6144, 56
2026/04/24 11:38:38.116, 0, 5512, 44
2026/04/24 11:38:40.138, 99, 6144, 53
2026/04/24 11:38:42.160, 99, 6144, 55
2026/04/24 11:38:44.182, 0, 1230, 45
2026/04/24 11:38:46.203, 99, 6144, 55
2026/04/24 11:38:48.227, 99, 6144, 54
2026/04/24 11:38:50.251, 0, 1007, 45
2026/04/24 11:38:52.273, 100, 8624, 54
2026/04/24 11:38:54.298, 99, 8624, 56
2026/04/24 11:38:56.372, 99, 8624, 54
2026/04/24 11:38:58.450, 0, 1007, 45
2026/04/24 11:39:00.471, 99, 8624, 53
2026/04/24 11:39:02.494, 99, 8624, 56
2026/04/24 11:39:04.519, 99, 8624, 54
2026/04/24 11:39:06.541, 0, 1007, 46
2026/04/24 11:39:08.561, 99, 8624, 54
2026/04/24 11:39:10.584, 100, 8624, 56
2026/04/24 11:39:12.609, 99, 8624, 54
2026/04/24 11:39:14.631, 99, 8624, 51
2026/04/24 11:39:16.653, 5, 6128, 45
2026/04/24 11:39:18.676, 99, 6144, 54
2026/04/24 11:39:20.699, 99, 6144, 55
2026/04/24 11:39:22.722, 0, 1534, 45
2026/04/24 11:39:24.744, 99, 6144, 54
2026/04/24 11:39:26.766, 99, 6144, 56
2026/04/24 11:39:28.788, 0, 1007, 45
2026/04/24 11:39:30.809, 100, 8624, 54
2026/04/24 11:39:32.836, 100, 8624, 55
2026/04/24 11:39:34.859, 99, 8624, 57
2026/04/24 11:39:36.882, 0, 1007, 46
2026/04/24 11:39:38.903, 99, 6144, 54
2026/04/24 11:39:40.928, 99, 6144, 54
2026/04/24 11:39:42.953, 0, 1007, 46
2026/04/24 11:39:44.973, 99, 4064, 55
2026/04/24 11:39:46.994, 0, 1007, 46
2026/04/24 11:39:49.015, 93, 8624, 53
2026/04/24 11:39:51.039, 99, 8624, 54
2026/04/24 11:39:53.064, 99, 8624, 56
2026/04/24 11:39:55.088, 100, 8624, 56
2026/04/24 11:39:57.109, 0, 1638, 45
2026/04/24 11:39:59.131, 99, 4064, 56
2026/04/24 11:40:01.153, 0, 1007, 45
2026/04/24 11:40:03.174, 100, 6892, 55
2026/04/24 11:40:05.199, 100, 6892, 57
2026/04/24 11:40:07.223, 0, 1007, 46
2026/04/24 11:40:09.244, 99, 8624, 54
2026/04/24 11:40:11.268, 99, 8624, 54
2026/04/24 11:40:13.293, 99, 8624, 55
2026/04/24 11:40:15.315, 100, 8624, 56
2026/04/24 11:40:17.335, 0, 6136, 45
2026/04/24 11:40:19.355, 99, 6144, 54
2026/04/24 11:40:21.378, 99, 6144, 55
2026/04/24 11:40:23.452, 0, 1018, 45
2026/04/24 11:40:25.475, 99, 6144, 54
2026/04/24 11:40:27.502, 99, 6144, 55
2026/04/24 11:40:29.526, 0, 1007, 45
2026/04/24 11:40:31.546, 99, 8624, 54
2026/04/24 11:40:33.571, 100, 8624, 56
2026/04/24 11:40:35.600, 100, 8624, 55
2026/04/24 11:40:37.623, 0, 1007, 46
2026/04/24 11:40:39.644, 100, 8624, 53
2026/04/24 11:40:41.671, 99, 8624, 56
2026/04/24 11:40:43.695, 99, 8624, 56
2026/04/24 11:40:45.717, 36, 8624, 48
2026/04/24 11:40:47.739, 3, 6144, 48
2026/04/24 11:40:49.763, 99, 6144, 56
2026/04/24 11:40:51.787, 99, 6144, 57
2026/04/24 11:40:53.806, 0, 1722, 45
2026/04/24 11:40:55.829, 99, 6144, 56
2026/04/24 11:40:57.855, 99, 6144, 56
2026/04/24 11:40:59.877, 0, 1007, 46
2026/04/24 11:41:01.898, 99, 8624, 54
2026/04/24 11:41:03.923, 99, 8624, 55
2026/04/24 11:41:05.948, 100, 8624, 56
2026/04/24 11:41:07.973, 0, 1007, 46
2026/04/24 11:41:09.993, 99, 6144, 55
2026/04/24 11:41:12.019, 99, 6144, 56
2026/04/24 11:41:14.042, 0, 1007, 47
2026/04/24 11:41:16.062, 100, 8624, 54
2026/04/24 11:41:18.086, 99, 8624, 56
2026/04/24 11:41:20.113, 100, 8624, 56
2026/04/24 11:41:22.138, 0, 8624, 47
2026/04/24 11:41:24.159, 85, 8624, 54
2026/04/24 11:41:26.185, 99, 8624, 56
2026/04/24 11:41:28.208, 99, 8624, 55
2026/04/24 11:41:30.231, 100, 8624, 57
2026/04/24 11:41:32.254, 0, 1534, 46
2026/04/24 11:41:34.275, 99, 6144, 55
2026/04/24 11:41:36.299, 99, 6144, 57
2026/04/24 11:41:38.320, 0, 1007, 46
2026/04/24 11:41:40.344, 98, 4064, 55
2026/04/24 11:41:42.365, 0, 1007, 46
2026/04/24 11:41:44.385, 99, 8624, 55
2026/04/24 11:41:46.409, 99, 8624, 55
2026/04/24 11:41:48.431, 99, 8624, 55
2026/04/24 11:41:50.456, 0, 1007, 48
2026/04/24 11:41:52.476, 99, 6144, 52
2026/04/24 11:41:54.501, 99, 6144, 55
2026/04/24 11:41:56.526, 99, 6144, 57
2026/04/24 11:41:58.545, 5, 6144, 45
2026/04/24 11:42:00.571, 99, 6144, 55
2026/04/24 11:42:02.596, 99, 6144, 56
2026/04/24 11:42:04.618, 0, 1884, 45
2026/04/24 11:42:06.640, 99, 8624, 54
2026/04/24 11:42:08.667, 99, 8624, 55
2026/04/24 11:42:10.693, 99, 8624, 58
2026/04/24 11:42:12.715, 0, 1007, 46
2026/04/24 11:42:14.736, 99, 6144, 55
2026/04/24 11:42:16.783, 99, 6144, 57
2026/04/24 11:42:18.851, 0, 1007, 46
2026/04/24 11:42:20.872, 100, 6897, 55
2026/04/24 11:42:22.900, 100, 6897, 57
2026/04/24 11:42:24.923, 0, 1007, 47
2026/04/24 11:42:26.983, 99, 6144, 53
2026/04/24 11:42:29.047, 99, 6144, 55
2026/04/24 11:42:31.070, 99, 6144, 50
2026/04/24 11:42:33.092, 26, 6144, 49
2026/04/24 11:42:35.117, 99, 6144, 55
2026/04/24 11:42:37.142, 99, 6144, 56
2026/04/24 11:42:39.163, 0, 3952, 45
2026/04/24 11:42:41.187, 99, 4064, 55
2026/04/24 11:42:43.213, 0, 1872, 45
2026/04/24 11:42:45.234, 99, 6144, 56
2026/04/24 11:42:47.261, 99, 6144, 55
2026/04/24 11:42:49.285, 0, 1007, 45
2026/04/24 11:42:51.306, 98, 4064, 55
2026/04/24 11:42:53.327, 0, 1007, 45
2026/04/24 11:42:55.348, 100, 6893, 57
2026/04/24 11:42:57.372, 100, 6893, 56
2026/04/24 11:42:59.395, 0, 3926, 47
2026/04/24 11:43:01.415, 82, 8624, 51
2026/04/24 11:43:03.440, 99, 8624, 54
2026/04/24 11:43:05.467, 99, 8624, 57
2026/04/24 11:43:07.495, 99, 8624, 56
2026/04/24 11:43:09.516, 0, 1622, 45
2026/04/24 11:43:11.540, 99, 8624, 54
2026/04/24 11:43:13.564, 99, 8624, 57
2026/04/24 11:43:15.588, 99, 8624, 56
2026/04/24 11:43:17.614, 0, 1007, 46
2026/04/24 11:43:19.635, 98, 4064, 55
2026/04/24 11:43:21.656, 0, 1007, 46
2026/04/24 11:43:23.679, 98, 4064, 53
2026/04/24 11:43:25.699, 0, 1007, 47
2026/04/24 11:43:27.719, 9, 6893, 45
2026/04/24 11:43:29.743, 100, 6893, 57
2026/04/24 11:43:31.767, 99, 3926, 53
2026/04/24 11:43:33.789, 0, 1007, 45
2026/04/24 11:43:35.859, 99, 6144, 54
2026/04/24 11:43:37.883, 99, 6144, 56
2026/04/24 11:43:39.907, 0, 1007, 45
2026/04/24 11:43:41.928, 99, 6144, 56
2026/04/24 11:43:43.952, 99, 6144, 55
2026/04/24 11:43:45.973, 0, 1007, 46
2026/04/24 11:43:47.994, 100, 8624, 53
2026/04/24 11:43:50.018, 99, 8624, 56
2026/04/24 11:43:52.041, 99, 8624, 56
2026/04/24 11:43:54.063, 0, 1007, 47
2026/04/24 11:43:56.083, 67, 6144, 51
2026/04/24 11:43:58.105, 99, 6144, 57
2026/04/24 11:44:00.127, 99, 6144, 55
2026/04/24 11:44:02.148, 5, 6144, 45
2026/04/24 11:44:04.170, 99, 6144, 54
2026/04/24 11:44:06.198, 99, 6144, 55
2026/04/24 11:44:08.221, 0, 1286, 45
2026/04/24 11:44:10.243, 100, 8624, 55
2026/04/24 11:44:12.267, 100, 8624, 54
2026/04/24 11:44:14.296, 99, 8624, 57
2026/04/24 11:44:16.319, 0, 1007, 46
2026/04/24 11:44:18.341, 99, 6144, 55
2026/04/24 11:44:20.365, 99, 6144, 56
2026/04/24 11:44:22.387, 0, 1007, 47
2026/04/24 11:44:24.409, 99, 8624, 52
2026/04/24 11:44:26.434, 99, 8624, 57
2026/04/24 11:44:28.459, 100, 8624, 56
2026/04/24 11:44:30.481, 0, 8624, 48
2026/04/24 11:44:32.502, 100, 8624, 53
2026/04/24 11:44:34.529, 99, 8624, 55
2026/04/24 11:44:36.555, 99, 8624, 57
2026/04/24 11:44:38.580, 99, 8624, 55
2026/04/24 11:44:40.603, 0, 1560, 46
2026/04/24 11:44:42.624, 99, 4064, 55
2026/04/24 11:44:44.647, 0, 1007, 46
2026/04/24 11:44:46.668, 99, 8624, 54
2026/04/24 11:44:48.694, 99, 8624, 56
2026/04/24 11:44:50.720, 99, 8624, 57
2026/04/24 11:44:52.742, 0, 1007, 47
2026/04/24 11:44:54.762, 99, 6144, 54
2026/04/24 11:44:56.784, 99, 6144, 56
2026/04/24 11:44:58.805, 0, 1007, 47
2026/04/24 11:45:00.826, 82, 8624, 53
2026/04/24 11:45:02.849, 99, 8624, 57
2026/04/24 11:45:04.875, 100, 8624, 55
2026/04/24 11:45:06.899, 99, 8624, 56
2026/04/24 11:45:08.919, 1, 8624, 46
2026/04/24 11:45:10.942, 99, 8624, 54
2026/04/24 11:45:12.965, 99, 8624, 57
2026/04/24 11:45:14.989, 99, 8624, 57
2026/04/24 11:45:17.013, 0, 1007, 46
2026/04/24 11:45:19.033, 100, 6893, 57
2026/04/24 11:45:21.060, 100, 6893, 57
2026/04/24 11:45:23.081, 0, 1007, 46
2026/04/24 11:45:25.102, 99, 8624, 55
2026/04/24 11:45:27.194, 100, 8624, 56
2026/04/24 11:45:29.299, 99, 8624, 55
2026/04/24 11:45:31.322, 0, 8624, 50
2026/04/24 11:45:33.342, 13, 4064, 48
2026/04/24 11:45:35.364, 98, 4064, 58
2026/04/24 11:45:37.384, 0, 1534, 45
2026/04/24 11:45:39.405, 99, 6144, 54
2026/04/24 11:45:41.431, 99, 6144, 56
2026/04/24 11:45:43.457, 0, 1007, 46
2026/04/24 11:45:45.480, 100, 6893, 58
2026/04/24 11:45:47.504, 100, 6893, 57
2026/04/24 11:45:49.527, 5, 1007, 47
2026/04/24 11:45:51.547, 99, 6144, 53
2026/04/24 11:45:53.571, 99, 6144, 57
2026/04/24 11:45:55.594, 0, 1007, 49
2026/04/24 11:45:57.614, 17, 6144, 46
2026/04/24 11:45:59.640, 99, 6144, 57
2026/04/24 11:46:01.661, 41, 6144, 52
2026/04/24 11:46:03.681, 3, 4616, 46
2026/04/24 11:46:05.704, 99, 6144, 57
2026/04/24 11:46:07.728, 99, 6144, 55
2026/04/24 11:46:09.754, 0, 1007, 46
2026/04/24 11:46:11.775, 99, 6144, 55
2026/04/24 11:46:13.799, 99, 6144, 55
2026/04/24 11:46:15.822, 0, 1007, 46
2026/04/24 11:46:17.843, 98, 4064, 56
2026/04/24 11:46:19.866, 0, 1007, 46
2026/04/24 11:46:21.886, 98, 4064, 54
2026/04/24 11:46:23.912, 5, 1007, 46
2026/04/24 11:46:25.933, 99, 6144, 53
2026/04/24 11:46:27.956, 99, 6144, 56
2026/04/24 11:46:29.977, 54, 6144, 48
2026/04/24 11:46:31.999, 42, 8624, 50
2026/04/24 11:46:34.024, 100, 8624, 55
2026/04/24 11:46:36.046, 99, 8624, 55
2026/04/24 11:46:38.070, 99, 8624, 57
2026/04/24 11:46:40.094, 0, 1722, 45
2026/04/24 11:46:42.116, 99, 6144, 56
2026/04/24 11:46:44.141, 99, 6144, 55
2026/04/24 11:46:46.165, 0, 1007, 46
2026/04/24 11:46:48.185, 100, 8624, 56
2026/04/24 11:46:50.209, 100, 8624, 55
2026/04/24 11:46:52.239, 99, 8624, 55
2026/04/24 11:46:54.262, 0, 1007, 46
2026/04/24 11:46:56.283, 99, 8624, 57
2026/04/24 11:46:58.307, 99, 8624, 55
2026/04/24 11:47:00.330, 99, 8624, 55
2026/04/24 11:47:02.352, 0, 1007, 47
2026/04/24 11:47:04.372, 99, 8624, 53
2026/04/24 11:47:06.399, 100, 8624, 57
2026/04/24 11:47:08.423, 100, 8624, 55
2026/04/24 11:47:10.448, 99, 8624, 58
2026/04/24 11:47:12.470, 0, 3486, 46
2026/04/24 11:47:14.492, 98, 4064, 56
2026/04/24 11:47:16.514, 0, 1007, 46
2026/04/24 11:47:18.536, 99, 8624, 54
2026/04/24 11:47:20.561, 99, 8624, 57
2026/04/24 11:47:22.585, 99, 8624, 55
2026/04/24 11:47:24.606, 0, 1007, 47
2026/04/24 11:47:26.628, 99, 6144, 56
2026/04/24 11:47:28.655, 99, 6144, 57
2026/04/24 11:47:30.678, 0, 1007, 47
2026/04/24 11:47:32.700, 98, 4064, 56
2026/04/24 11:47:34.724, 0, 1007, 48
2026/04/24 11:47:36.745, 35, 8624, 47
2026/04/24 11:47:38.769, 99, 8624, 56
2026/04/24 11:47:40.797, 100, 8624, 56
2026/04/24 11:47:42.820, 99, 8624, 55
2026/04/24 11:47:44.840, 0, 2041, 46
2026/04/24 11:47:46.861, 100, 6893, 58
2026/04/24 11:47:48.885, 99, 6893, 53
2026/04/24 11:47:50.906, 0, 1007, 46
2026/04/24 11:47:52.927, 98, 4064, 56
2026/04/24 11:47:54.948, 0, 1007, 46
2026/04/24 11:47:56.969, 99, 8624, 54
2026/04/24 11:47:58.994, 99, 8624, 54
2026/04/24 11:48:01.020, 100, 8628, 57
2026/04/24 11:48:03.043, 0, 8628, 49
2026/04/24 11:48:05.068, 3, 6893, 47
2026/04/24 11:48:07.091, 100, 6893, 56
2026/04/24 11:48:09.114, 99, 3926, 52
2026/04/24 11:48:11.135, 0, 1008, 46
2026/04/24 11:48:13.156, 99, 6144, 54
2026/04/24 11:48:15.180, 99, 6144, 56
2026/04/24 11:48:17.202, 0, 1008, 46
2026/04/24 11:48:19.222, 98, 4064, 54
2026/04/24 11:48:21.245, 5, 1008, 47
2026/04/24 11:48:23.267, 99, 8624, 53
2026/04/24 11:48:25.296, 100, 8624, 56
2026/04/24 11:48:27.324, 100, 8624, 54
2026/04/24 11:48:29.347, 99, 8624, 57
2026/04/24 11:48:31.367, 5, 4064, 46
2026/04/24 11:48:33.394, 98, 4064, 56
2026/04/24 11:48:35.416, 0, 7506, 45
2026/04/24 11:48:37.440, 99, 8624, 54
2026/04/24 11:48:39.467, 99, 8624, 57
2026/04/24 11:48:41.492, 99, 8624, 55
2026/04/24 11:48:43.516, 0, 1008, 46
2026/04/24 11:48:45.537, 98, 4064, 56
2026/04/24 11:48:47.565, 0, 1008, 46
2026/04/24 11:48:49.623, 99, 6144, 54
2026/04/24 11:48:51.647, 99, 6144, 56
2026/04/24 11:48:53.672, 0, 1008, 46
2026/04/24 11:48:55.693, 99, 8624, 53
2026/04/24 11:48:57.755, 99, 8624, 55
2026/04/24 11:48:59.852, 100, 8624, 56
2026/04/24 11:49:01.876, 30, 1008, 49
2026/04/24 11:49:03.896, 39, 8624, 51
2026/04/24 11:49:05.921, 99, 8624, 55
2026/04/24 11:49:07.945, 99, 8624, 57
2026/04/24 11:49:09.968, 99, 8624, 56
2026/04/24 11:49:11.990, 0, 6094, 46
2026/04/24 11:49:14.016, 99, 6144, 55
2026/04/24 11:49:16.039, 99, 6144, 56
2026/04/24 11:49:18.061, 0, 1008, 46
2026/04/24 11:49:20.082, 100, 6893, 57
2026/04/24 11:49:22.108, 100, 6893, 57
2026/04/24 11:49:24.130, 0, 1008, 46
2026/04/24 11:49:26.151, 99, 6144, 54
2026/04/24 11:49:28.177, 99, 6144, 56
2026/04/24 11:49:30.202, 9, 1008, 47
2026/04/24 11:49:32.222, 99, 8624, 55
2026/04/24 11:49:34.245, 99, 8624, 55
2026/04/24 11:49:36.270, 99, 8624, 56
2026/04/24 11:49:38.294, 100, 8624, 58
2026/04/24 11:49:40.315, 0, 5522, 46
2026/04/24 11:49:42.336, 99, 6144, 57
2026/04/24 11:49:44.361, 99, 6144, 56
2026/04/24 11:49:46.386, 0, 1008, 46
2026/04/24 11:49:48.407, 99, 8624, 54
2026/04/24 11:49:50.433, 99, 8624, 57
2026/04/24 11:49:52.456, 99, 8624, 55
2026/04/24 11:49:54.480, 0, 1008, 47
2026/04/24 11:49:56.501, 98, 4064, 55
2026/04/24 11:49:58.524, 5, 1008, 47
2026/04/24 11:50:00.546, 99, 8624, 54
2026/04/24 11:50:02.570, 99, 8624, 55
2026/04/24 11:50:04.598, 99, 8624, 57
2026/04/24 11:50:06.676, 0, 8624, 48
2026/04/24 11:50:08.697, 99, 6144, 54
2026/04/24 11:50:10.721, 99, 6144, 56
2026/04/24 11:50:12.744, 23, 6144, 51
2026/04/24 11:50:14.765, 2, 3936, 46
2026/04/24 11:50:16.788, 99, 4064, 55
2026/04/24 11:50:18.814, 0, 1008, 46
2026/04/24 11:50:20.841, 100, 6893, 56
2026/04/24 11:50:22.866, 100, 6893, 58
